地域名称,震度観測点名称,観測点所在地,緯度(度),緯度(分),経度(度),経度(分),観測開始(yyyymmddhhmm),観測終了(yyyymmddhhmm)
長野県南部,飯島町飯島（旧）,上伊那郡飯島町飯島2317-3,35,40.8,137,55.5,199604011200,200103221200
長野県南部,飯島町飯島,上伊那郡飯島町飯島2537（飯島町役場）,35,40.6,137,55.2,200103221200,
長野県南部,平岡通報所,長野県天龍村平岡,35,16.6,137,51.2,19551206    ,19760510    
長野県南部,泰阜村梨久保,下伊那郡泰阜村梨久保7278-93,35,21.8,137,51.6,199407151200,
長野県南部,三岳通報所,長野県三岳村6367-3,35,50.8,137,37.7,19551201    ,19760401    
新潟県上越,糸魚川市一の宮,糸魚川市一の宮1-2-5（糸魚川市役所）,37,2.3,137,51.8,199604011200,
新潟県上越,上越市大手町（旧）,上越市大手町9-15（高田特別地域気象観測所）,37,6.4,138,14.8,192202      ,201410291200
新潟県上越,上越市中ノ俣,上越市中ノ俣4652-2（上越市地球環境学校）,37,6.4,138,9.6,199407151200,
新潟県上越,上越市大手町,上越市大手町9-15（高田特別地域気象観測所）,37,6.4,138,14.8,201410291200,
新潟県中越,長岡市幸町,長岡市幸町2-1-1（さいわいプラザ）,37,26.1,138,50.4,199604011200,
新潟県中越,長岡通報所,新潟県長岡市上中島4-12,37,27.2,138,49.8,19561113    ,19780405    
新潟県中越,柏崎市西山町池浦（旧２）,柏崎市西山町池浦117-2(柏崎市西山町事務所),37,27.4,138,40.0,200707181800,200801071200
新潟県中越,小千谷市城内,小千谷市城内3-1-9（小千谷市消防本部）,37,18.8,138,47.6,199604011200,
新潟県中越,出雲崎町米田,三島郡出雲崎町大字米田745（町立出雲崎中学校）,37,32.1,138,42.4,199407151200,
新潟県中越,刈羽村割町新田（旧３）,刈羽村大字割町新田215-1（刈羽村役場地内）,37,25.3,138,37.4,200707181200,200801071200
新潟県中越,魚沼市米沢,魚沼市米沢305-2,37,15.1,139,0.8,199407151200,201603291200
新潟県中越,魚沼市下折立,魚沼市下折立33-1,37,12.5,139,3.4,201603291200,
新潟県中越,南魚沼市六日町,南魚沼市六日町180-1（南魚沼市役所）,37,3.9,138,52.6,199604011200,
新潟県下越,村上市塩町,村上市塩町5382-7（村上市上水道水源地）,38,13.7,139,28.5,199604011200,
新潟県下越,五泉市村松乙（旧）,五泉市村松乙130（五泉市村松支所）,37,41.6,139,10.5,199604011200,201409181200
新潟県下越,五泉市村松乙,五泉市村松乙130（五泉市村松支所）,37,41.6,139,10.5,201409181200,
新潟県下越,粟島浦村笹畑,岩船郡粟島浦村字笹畑756-3,38,27.5,139,14.8,199407151200,
新潟県下越,阿賀野市畑江,阿賀野市畑江23（五頭連峰少年自然の家）,37,49.3,139,18.9,199407151200,
新潟県下越,胎内市新和町,胎内市新和町2-10（胎内市役所）,38,3.6,139,24.6,199604011200,
新潟県下越,新潟空港,新潟市東区松浜町2350-4（新潟空港）,37,57.2,139,6.6,200906011200,
新潟県下越,新潟中央区幸西,新潟市中央区幸西4-4-1（新潟地方気象台）,37,54.8,139,2.9,1886        ,201206291200
新潟県下越,新潟中央区美咲町,新潟市中央区美咲町1-2-1（新潟地方気象台）,37,53.6,139,1.1,201206291200,
新潟県下越,新潟秋葉区程島,新潟市秋葉区程島2009（新潟市秋葉区役所）,37,47.3,139,6.7,199604011200,
新潟県下越,新潟西蒲区役所,新潟市西蒲区巻甲2690-1（新潟市西蒲区役所）,37,45.6,138,53.4,199604011200,
新潟県佐渡,佐渡市相川三町目（旧）,佐渡市相川三町目新浜町3-3（相川測候所）,38,1.8,138,14.4,193911      ,200709211800
新潟県佐渡,佐渡市相川金山,佐渡市相川宗徳町1-1,38,2.4,138,15.5,199407151200,
新潟県佐渡,佐渡市相川三町目,佐渡市相川三町目新浜町3-3（相川特別地域気象観測所）,38,1.8,138,14.4,200709211800,
富山県東部,富山市石坂,富山市石坂2415（富山地方気象台）,36,42.6,137,12.1,193301      ,
富山県東部,富山市八尾町福島,富山市八尾町福島151（八尾行政サービスセンター）,36,35.1,137,8.4,199604011200,
富山県東部,室牧川通報所,富山市室牧川,36,32.5,137,5.4,19620401    ,不明
富山県東部,大山通報所,富山市,36,37.0,137,17.7,不明,不明
富山県東部,魚津市釈迦堂,魚津市釈迦堂1-1001（市役所前公園）,36,49.6,137,24.6,199604011200,
富山県東部,立山町吉峰,中新川郡立山町大字吉峰野開字吉峰6-1（富山県農林水産総合技術センター森林研究所）,36,36.5,137,19.8,199407151200,
富山県東部,富山朝日町道下,下新川郡朝日町道下1133（朝日町役場）,36,56.8,137,33.6,199604011200,
富山県西部,高岡市伏木,高岡市伏木古国府12-5（伏木特別地域気象観測所）,36,47.5,137,3.4,1886        ,
富山県西部,砺波通報所,砺波市,36,37.9,136,55.9,19501001    ,不明
富山県西部,小矢部市本町,小矢部市本町1-1,36,40.6,136,52.1,199604011200,200304011200
富山県西部,小矢部市泉町,小矢部市泉町645（小矢部市立屋内スポーツセンター）,36,40.3,136,52.4,200304011200,
富山県西部,南砺市天神,南砺市天神242（砺波地域消防組合南砺消防署）,36,32.8,136,52.0,199604011200,201503181200
富山県西部,南砺市天池,南砺市天池99（砺波地域消防組合南砺消防署）,36,32.3,136,53.0,201503181200,
富山県西部,南砺市蛇喰（臨時）,南砺市蛇喰1009（南砺市井口行政センター）,36,32.5,136,55.8,201211151600,201303261200
石川県能登,七尾市本府中町,七尾市本府中町ヲ部38（七尾サンライフプラザ）,37,2.0,136,58.2,199604011200,
石川県能登,七尾市田鶴浜町（旧２）,七尾市田鶴浜町ハ部3番地健康福祉プラザさつき苑,37,3.7,136,53.4,200703282100,200804011200
石川県能登,輪島市鳳至町（旧）,輪島市鳳至町畠田99-3（輪島特別地域気象観測所）,37,23.5,136,53.7,192904      ,201902201200
石川県能登,輪島市舳倉島,輪島市海士町所属舳倉島出邑山1-3,37,51.0,136,55.0,199407151200,
石川県能登,輪島市鳳至町,輪島市鳳至町畠田99-3（輪島特別地域気象観測所）,37,23.5,136,53.7,201902201200,
石川県能登,輪島市門前町走出（旧２）,輪島市門前町走出6-69輪島市役所門前総合支所敷地内,37,17.2,136,46.1,200703271200,200804011200
石川県能登,珠洲市三崎町,珠洲市三崎町小泊33字7（金沢大学里山里海自然学校）,37,27.0,137,21.5,199407151200,
石川県能登,羽咋市柳田町,羽咋市柳田町シ1（眉丈台地自然緑地公園）,36,55.7,136,46.8,199407151200,
石川県能登,志賀町富来領家町,羽咋郡志賀町富来領家町甲の10（志賀町富来行政センター）,37,8.6,136,43.5,199604011200,
石川県能登,能登町宇出津（旧）,鳳珠郡能登町字宇出津新1字197-1（能登町役場）,37,18.4,137,9.0,199604011200,201912241200
石川県能登,能登町宇出津,鳳珠郡能登町字宇出津ト字50-1（能登町役場）,37,18.7,137,8.8,201912241200,
石川県加賀,金沢市西念,金沢市西念3-4-1（金沢地方気象台）,36,35.4,136,38.0,1887        ,
石川県加賀,小松市小馬出町,小松市小馬出町91（小松市役所）,36,24.5,136,26.7,199604011200,
石川県加賀,加賀市直下町,加賀市直下町194（加賀市老人福祉センター松風荘）,36,16.8,136,19.7,199407151200,
石川県加賀,津幡町加賀爪,河北郡津幡町加賀爪二-3（津幡町役場）,36,40.1,136,43.7,199604011200,
福井県嶺北,福井市豊島,福井市豊島2-5-2（福井地方気象台）,36,3.3,136,13.4,1887        ,
福井県嶺北,大野通報所,大野市二番上区,35,59.1,136,29.2,19570801    ,不明
福井県嶺北,勝山市旭町,勝山市旭町2-331（勝山市南部第2公園）,36,3.2,136,30.5,199604011200,
福井県嶺北,越前市高瀬,越前市高瀬2-7（越前市中央公園）,35,54.0,136,9.4,199604011200,
福井県嶺北,福井坂井市三国町中央（旧）,坂井市三国町中央1-835（坂井市役所三国支所）,36,13.1,136,9.5,199604011200,201707131200
福井県嶺北,福井坂井市三国町陣ケ岡,坂井市三国町陣ケ岡16-13-6（東尋坊気象レーダー観測所）,36,14.3,136,8.5,201707131200,
福井県嶺南,敦賀市松栄町,敦賀市松栄町7-28（敦賀特別地域気象観測所）,35,39.2,136,3.7,18971001    ,
福井県嶺南,福井美浜町新庄,三方郡美浜町新庄204-2,35,31.9,135,58.9,199407151200,
福井県嶺南,高浜町宮崎（旧）,大飯郡高浜町宮崎75-12-1（高浜町立高浜小学校）,35,29.3,135,33.0,199604011200,200908211500
福井県嶺南,高浜町宮崎,大飯郡高浜町宮崎75-12-1（高浜町立高浜小学校）,35,29.3,135,33.0,201001051200,
福井県嶺南,高浜町宮崎（旧２）,大飯郡高浜町宮崎71-7-1（高浜町役場）,35,29.4,135,33.1,200908211500,201001051200
岐阜県飛騨,高山市桐生町（旧）,高山市桐生町2-314(高山特別地域気象観測所),36,9.4,137,15.2,18990511    ,200802270900
岐阜県飛騨,高山市丹生川町森部,高山市丹生川町森部1570-89,36,13.6,137,18.7,199407151200,
岐阜県飛騨,高山市桐生町,高山市桐生町2-314（高山特別地域気象観測所）,36,9.3,137,15.2,200802281740,
岐阜県飛騨,庄川通報所,白川村,36,9.0,136,54.6,19620401    ,不明
岐阜県飛騨,飛騨市神岡町（旧）,飛騨市神岡町船津2135-13,36,20.1,137,17.6,199604011200,200601051200
岐阜県飛騨,飛騨市神岡町殿,飛騨市神岡町殿234-1（坂巻公園）,36,19.2,137,18.7,200601051200,
岐阜県飛騨,下呂市森,下呂市森960（下呂市役所・下呂庁舎）,35,48.3,137,14.6,199604011200,
岐阜県飛騨,萩原通報所,岐阜県萩原町上村1659,35,52.4,137,13.0,19551201    ,19780405    
岐阜県美濃東部,中津川市かやの木町,中津川市かやの木町1-10（中津川市消防本部）,35,29.3,137,30.0,199604011200,
岐阜県美濃東部,恵那通報所,岐阜県恵那市長島町大字永田字大洞382-37,35,26.8,137,24.3,19551201    ,19780405    
岐阜県美濃東部,美濃加茂市太田町,美濃加茂市太田町3425-1（中央公民館）,35,26.4,137,1.0,199604011200,
岐阜県美濃東部,丸山通報所,八百津町八百津,35,28.7,137,8.2,19570801    ,不明
岐阜県美濃東部,白川町黒川,加茂郡白川町黒川字丸山6753-2（黒川上水道貯水場）,35,36.2,137,21.3,199407151200,
岐阜県美濃東部,可児川通報所,岐阜県御嵩町御嵩1397-3,35,25.9,137,7.8,19561201    ,19770418    
岐阜県美濃中西部,岐阜市加納二之丸,岐阜市加納二之丸6（岐阜地方気象台）,35,24.0,136,45.8,1883        ,
岐阜県美濃中西部,揖斐川町三輪（旧２）,揖斐郡揖斐川町三輪133（揖斐川町役場）,35,29.2,136,34.1,199604011200,200904011200
岐阜県美濃中西部,揖斐川町上南方,揖斐郡揖斐川町上南方165-10（揖斐川町放送通信センター）,35,29.4,136,33.9,200904011200,201203271200
岐阜県美濃中西部,揖斐川町三輪,揖斐郡揖斐川町三輪133（揖斐川町役場）,35,29.2,136,34.1,201203271200,
岐阜県美濃中西部,岐阜山県市神崎,山県市神崎字岩ヶ平2034-3,35,42.2,136,42.9,199407151200,201208211200
岐阜県美濃中西部,岐阜山県市谷合運動場,山県市谷合1029（谷合運動場）,35,35.6,136,44.1,201208231600,
岐阜県美濃中西部,郡上市八幡町島谷,郡上市八幡町島谷228（郡上市役所・防災センター）,35,44.9,136,57.8,199604011200,
岐阜県美濃中西部,白鳥通報所,岐阜県白鳥町大島字上野1806-20,35,52.2,136,51.8,19551201    ,19770418    
静岡県伊豆,熱海市網代（旧）,熱海市網代500（網代特別地域気象観測所）,35,2.8,139,5.5,193103      ,200908211500
静岡県伊豆,熱海市網代,熱海市網代195（網代小学校）,35,2.9,139,5.6,201003301100,
静岡県伊豆,熱海市網代（旧２）,熱海市網代195（網代小学校）,35,2.9,139,5.6,200909011500,201003301100
静岡県伊豆,伊東市大原,伊東市大原2-1-1（伊東市役所）,34,57.9,139,6.1,199509301500,
静岡県伊豆,伊東市役所,伊東市大原2-1-1伊東市役所敷地内,34,58.2,139,5.8,199305272100,199307061040
静岡県伊豆,伊東市川奈,伊東市川奈　県立川奈臨海学園,34,57.0,139,8.1,199703051000,199703121200
静岡県伊豆,伊東測候所,伊東市新井,34,58.2,139,6.8,不明,19491031    
静岡県伊豆,下田市加増野,下田市加増野491,34,43.3,138,52.5,199407151200,
静岡県伊豆,南伊豆町石廊崎（旧）,賀茂郡南伊豆町石廊崎石室山546-4（石廊崎特別地域気象観測所）,34,36.2,138,50.6,19390601    ,201312191200
静岡県伊豆,南伊豆町石廊崎（臨時）,賀茂郡南伊豆町石廊崎石室山546-4（石廊崎特別地域気象観測所）,34,36.2,138,50.6,201312191200,201402261200
静岡県伊豆,南伊豆町石廊崎,賀茂郡南伊豆町石廊崎石室山546-4（石廊崎特別地域気象観測所）,34,36.2,138,50.6,201402261200,
静岡県伊豆,伊豆市中伊豆グラウンド,伊豆市八幡字六仙山959-1（中伊豆グラウンド）,34,57.5,139,0.5,201210021200,
静岡県東部,沼津測候所,沼津市本末広町,35,6.2,138,50.8,不明,19391031    
静岡県東部,三島市東本町（旧）,三島市東本町2-5-24(三島測候所),35,6.9,138,55.6,19300601    ,200403011200
静岡県東部,三島市東本町,三島市東本町2-5-24（三島特別地域気象観測所）,35,6.8,138,55.5,200403011200,
静岡県東部,富士宮市弓沢町（旧）,富士宮市弓沢町150（富士宮市役所）,35,13.4,138,37.3,199604011200,200908211500
静岡県東部,富士宮市弓沢町,富士宮市弓沢町150（富士宮市役所）,35,13.4,138,37.3,201001051200,
静岡県東部,富士宮市弓沢町（旧２）,富士宮市弓沢町150（富士宮市役所）,35,13.3,138,37.3,200909141500,201001051200
静岡県東部,大宮測候所,富士宮市大宮町,35,13.2,138,37.8,不明,不明
静岡県東部,富士市富士総合運動公園,富士市中野678（富士総合運動公園）,35,11.6,138,41.1,201210021200,
静岡県東部,御殿場市萩原,御殿場市萩原183-1（御殿場市民会館）,35,18.6,138,55.8,199604011200,
静岡県中部,島田市中央町,島田市中央町3-10（島田市役所）,34,50.2,138,10.6,199604011200,202005131200
静岡県中部,島田市川根町家山,島田市川根町家山420（川根小学校）,34,56.3,138,4.5,200803191200,
静岡県中部,島田市旗指,島田市旗指77-1（島田第二中学校）,34,50.7,138,10.5,202005131200,
静岡県中部,川根町家山（旧）,榛原郡川根町家山336-3,34,56.6,138,4.6,199604011200,200803191200
静岡県中部,静岡駿河区曲金（旧）,静岡市駿河区曲金2-1-5（静岡地方気象台）,34,58.6,138,24.2,194001      ,201003311300
静岡県中部,静岡駿河区曲金,静岡市駿河区曲金2-1-5（静岡地方気象台）,34,58.6,138,24.2,201003311300,
静岡県中部,静岡葵区峰山,静岡市葵区黒俣2741-16（峰山小学校）,35,4.1,138,12.4,199604011200,200908211500
静岡県中部,静岡清水区千歳町,静岡市清水区千歳町1-1（浜田ポンプ場）,35,1.0,138,29.1,199604011200,
静岡県中部,牧之原市鬼女新田,牧之原市鬼女新田字涼松1069-1,34,40.7,138,11.0,199407151200,
静岡県西部,掛川市篠場,掛川市篠場671-1（小笠山総合運動公園）,34,45.1,137,59.1,201210021200,
静岡県西部,袋井市新屋,袋井市新屋1-1-1（袋井市役所）,34,45.0,137,55.4,199604011200,
静岡県西部,御前崎市御前崎（旧）,御前崎市御前崎4146（御前崎特別地域気象観測所）,34,36.3,138,12.8,19320401    ,201810241200
静岡県西部,御前崎市御前崎,御前崎市御前崎4146（御前崎特別地域気象観測所）,34,36.3,138,12.8,201810241200,
静岡県西部,浜岡町池新田,浜岡町池新田5585浜岡町役場敷地内,34,38.3,138,7.7,200011301200,200404011200
静岡県西部,浜松中区三組町（測候所）,浜松市中区三組町41（浜松特別地域気象観測所）,34,42.6,137,43.2,18821201    ,201211271200
静岡県西部,浜松中区高丘東,浜松市中区高丘東1丁目101-7（浜松特別地域気象観測所）,34,45.2,137,42.7,201211271200,
静岡県西部,浜松北区三ヶ日町,浜松市北区三ヶ日町三ヶ日500-1（三ヶ日協働センター）,34,48.2,137,33.4,199604011200,
静岡県西部,浜松北区滝沢町,浜松市北区滝沢町1520（滝沢小学校）,34,51.6,137,43.1,200707021200,
静岡県西部,佐久間通報所,浜松市天竜区佐久間町佐久間,35,5.2,137,48.0,19561201    ,不明
愛知県東部,豊橋市向山,豊橋市向山町字池端55-1（向山緑地内）,34,45.4,137,24.4,199604011200,
愛知県東部,新城市乗本,新城市乗本字長筋79-2（新城市鳳来総合支所乗本倉庫）,34,55.9,137,34.5,199604011200,
愛知県東部,新城市矢部,新城市矢部字広見100（愛知県立新城東高等学校）,34,54.9,137,30.4,201210021200,
愛知県東部,田原市福江町（旧）,田原市福江町金五郎坂56-2（伊良湖特別地域気象観測所）,34,37.8,137,5.6,19460313    ,200908211500
愛知県東部,田原市石神町,田原市石神町外山2-12,34,38.1,137,8.4,199407151200,
愛知県東部,田原市福江町,田原市福江町金五郎坂56-2（伊良湖特別地域気象観測所）,34,37.8,137,5.7,200910011300,
愛知県西部,名古屋千種区日和町,名古屋市千種区日和町2-18（名古屋地方気象台）,35,10.1,136,57.9,192601      ,
愛知県西部,岡崎市伝馬通,岡崎市伝馬通5-81,34,57.4,137,10.4,199604011200,200801290830
愛知県西部,岡崎市若宮町,岡崎市若宮町1-105（若宮公園）,34,57.2,137,10.8,200801302030,
愛知県西部,一宮市千秋,一宮市千秋町佐野字向農756（愛知県一宮総合運動場）,35,18.1,136,50.6,201210021200,
愛知県西部,豊田市小坂本町,豊田市小坂本町1-25（豊田産業文化センター）,35,5.2,137,9.0,199604011200,
愛知県西部,豊田市大洞町,豊田市大洞町鎌ケ平880-25,35,16.1,137,15.2,199407151200,
愛知県西部,西尾市一色町（旧）,西尾市一色町一色伊那跨61（西尾市役所一色支所）,34,48.8,137,1.7,199604011200,201603231200
愛知県西部,西尾市一色町,西尾市一色町前野新田38-1（西尾市役所一色支所会議棟駐車場）,34,48.7,137,1.8,201603231200,
愛知県西部,常滑市新開町,常滑市新開町4-1（常滑市役所）,34,53.2,136,49.9,199604011200,
愛知県西部,中部国際空港,常滑市セントレア1-1（中部航空地方気象台）,34,51.8,136,48.9,200804011200,
愛知県西部,南知多町豊浜,知多郡南知多町大字豊浜字貝ヶ坪18（南知多町役場）,34,42.9,136,55.7,199604011200,
愛知県西部,愛西市稲葉町（旧）,愛西市稲葉町米野308（愛西市役所庁舎）,35,9.2,136,43.7,199604011200,201505281200
愛知県西部,愛西市稲葉町,愛西市稲葉町米野308（愛西市役所庁舎）,35,9.2,136,43.7,201505281200,
三重県北部,四日市市小古曽,四日市市小古曽5-27-15(四日市特別地域気象観測所),34,55.9,136,35.2,1966        ,200007181200
三重県北部,四日市市日永,四日市市日永（南部丘陵公園）,34,56.4,136,34.8,200007181200,
三重県北部,鈴鹿市西条,鈴鹿市西条5-117（三重県鈴鹿庁舎）,34,52.7,136,34.1,199604011200,
三重県北部,亀山測候所,亀山市北町,34,51.6,136,27.7,不明,19660331    
三重県中部,津市島崎町,津市島崎町327-2（津地方気象台）,34,44.1,136,31.2,192001      ,
三重県中部,津市片田薬王寺町,津市片田薬王寺町351（津市水道資料館）,34,42.8,136,25.0,199604011200,
三重県中部,松阪市高町,松阪市高町138（三重県松阪庁舎）,34,34.9,136,32.8,199604011200,200908211500
三重県中部,松阪市上川町,松阪市上川町212-1（ワークセンター松阪）,34,32.9,136,33.1,201003311300,
三重県中部,伊賀市緑ケ丘本町（旧）,伊賀市緑ケ丘本町1507-2（上野特別地域気象観測所）,34,45.7,136,8.5,19370113    ,201003311300
三重県中部,伊賀市緑ケ丘本町,伊賀市緑ケ丘本町1507-2（上野特別地域気象観測所）,34,45.7,136,8.5,201003311300,
三重県南部,尾鷲市南陽町（旧）,尾鷲市南陽町6-34（尾鷲測候所）,34,4.2,136,11.5,不明,200709141800
三重県南部,尾鷲市南陽町,尾鷲市南陽町6-34（尾鷲特別地域気象観測所）,34,4.2,136,11.6,200709141800,
三重県南部,三重御浜町寺谷総合公園,南牟婁郡御浜町大字阿田和888（寺谷総合公園）,33,49.1,136,1.5,201210021200,
三重県南部,三重紀北町十須,北牟婁郡紀北町十須751,34,14.3,136,16.4,200505161200,
三重県南部,紀伊長島町十須（旧）,北牟婁郡紀伊長島町十須字大野内1623,34,14.9,136,15.8,199407151200,200505161200
三重県南部,伊勢市矢持町,伊勢市矢持町大字床木字助ｹ谷284-1,34,23.7,136,42.2,199407151200,
三重県南部,志摩市志摩町和具,志摩市志摩町和具660（志摩市立志摩幼保園）,34,15.5,136,48.9,199604011200,
三重県南部,宮川通報所,大台町宮川,34,16.8,136,12.4,19590401    ,不明
滋賀県北部,彦根市城町（旧）,彦根市城町2-5-25(彦根地方気象台),35,16.6,136,14.6,1894        ,200803130900
滋賀県北部,彦根市城町,彦根市城町2-5-25（彦根地方気象台）,35,16.6,136,14.6,200803131200,
滋賀県北部,多賀,犬上郡多賀町大字川相字北川437,35,11.2,136,19.1,199407151200,199604081200
滋賀県北部,伊吹山測候所,坂田郡伊吹町大字上野字伊吹山1855,35,24.2,136,23.8,19330101    ,19890331    
滋賀県南部,大津市御陵町,大津市御陵町3-1,35,1.0,135,51.3,199604011200,
滋賀県南部,大津市北消防署志賀分署,大津市木戸29-3,35,12.4,135,55.3,199604011200,200803120830
滋賀県南部,大津市木戸市民センター,大津市木戸58（木戸市民センター）,35,12.4,135,55.3,200803252000,201412191200
滋賀県南部,大津市南小松,大津市南小松字北カヤ1171-2（大津市立小松小学校）,35,14.2,135,57.3,201412191200,
滋賀県南部,近江八幡市桜宮町（旧）,近江八幡市桜宮町214-1,35,7.6,136,5.9,199604011200,200908211500
滋賀県南部,近江八幡市桜宮町,近江八幡市桜宮町214-1（近江八幡市役所）,35,7.6,136,5.9,201003151100,
滋賀県南部,近江八幡市桜宮町（旧２）,近江八幡市桜宮町214-1（近江八幡市役所）,35,7.7,136,5.8,200910011300,201003151100
滋賀県南部,甲賀市水口町（旧）,甲賀市水口町水口6053,34,58.0,136,10.0,199604011200,201703171200
滋賀県南部,甲賀市水口町,甲賀市水口町水口6053,34,57.9,136,10.0,201703171200,
滋賀県南部,東近江市君ヶ畑町,東近江市君ヶ畑町588,35,8.3,136,23.3,199604081200,
京都府北部,福知山市内記,福知山市字内記13-1,35,17.8,135,7.6,199604011200,
京都府北部,福知山通報所,福知山市,35,17.9,135,7.3,18901101    ,不明
京都府北部,舞鶴市下福井,舞鶴市字下福井901（日本海海洋気象センター）,35,27.0,135,19.1,194701      ,
京都府北部,宮津市柳縄手（旧）,宮津市字柳縄手345-1宮津市役所敷地内,35,32.1,135,11.8,199907211200,200103221200
京都府北部,宮津測候所,与謝郡宮津町字鶴賀2164（宮津測候所）,35,32.2,135,11.8,19000523    ,19491101    
京都府北部,京丹後市弥栄町吉沢,京丹後市弥栄町吉沢小字ヲヤマ2613,35,37.9,135,6.1,199407151200,
京都府南部,京都中京区西ノ京,京都市中京区西ノ京笠殿町38（京都地方気象台）,35,0.9,135,44.0,1885        ,
京都府南部,宇治市宇治琵琶,宇治市宇治琵琶33,34,53.0,135,48.0,199604011200,
京都府南部,亀岡市安町,亀岡市安町野々神8,35,0.8,135,34.4,199604011200,
京都府南部,京丹波町坂原,船井郡京丹波町坂原アワノ谷12-1,35,17.1,135,23.9,199407151200,
大阪府北部,大阪西淀川区姫里,大阪市西淀川区姫里3-1-20,34,42.2,135,27.8,199501251200,199810151200
大阪府北部,大阪東淀川区下新庄,大阪市東淀川区下新庄6丁目,34,45.2,135,31.8,199503300900,200601051200
大阪府北部,大阪中央区大手前,大阪市中央区大手前4-1-76（大阪管区気象台）,34,40.9,135,31.1,188201      ,
大阪府北部,大阪国際空港,豊中市蛍池西町3-371,34,47.3,135,26.7,200707021200,
大阪府北部,豊中市北桜塚,豊中市北桜塚1丁目,34,47.2,135,27.8,199503300900,199810151200
大阪府北部,高槻市桃園町,高槻市桃園町2-1,34,50.7,135,37.0,199503300900,
大阪府北部,八尾市光南町,八尾市光南町1丁目,34,37.2,135,35.8,199503300900,199810151200
大阪府北部,寝屋川市本町,寝屋川市本町6-17,34,46.2,135,37.8,199503300900,199810151200
大阪府北部,箕面市箕面,箕面市箕面5-11-19,34,49.9,135,28.3,199604011200,
大阪府南部,岸和田市岸城町,岸和田市岸城町1804-1,34,27.5,135,22.2,199604011200,
大阪府南部,富田林市本町,富田林市本町16-28,34,30.2,135,36.0,199604011200,
大阪府南部,関西国際空港,泉南郡田尻町泉州空港中1（関西航空地方気象台）,34,26.0,135,14.3,200804011200,
大阪府南部,大阪堺市中区深井清水町,堺市中区深井清水町1426,34,32.0,135,29.5,199604011200,
兵庫県北部,豊岡市桜町（旧）,豊岡市桜町5-26（豊岡特別地域気象観測所）,35,32.2,134,49.3,192201      ,201001051200
兵庫県北部,豊岡市桜町,豊岡市桜町5（豊岡特別地域気象観測所）,35,32.2,134,49.4,201001051200,
兵庫県北部,兵庫香美町香住区三川,美方郡香美町香住区三川,35,35.4,134,39.7,199712191400,
兵庫県北部,香美町村岡区川会,美方郡香美町村岡区川会33（射添中学校）,35,29.9,134,34.3,200309021200,200601051200
兵庫県北部,村岡町川会（旧）,村岡町川会３８（射添小学校）,35,29.9,134,34.2,200101291200,200309021200
兵庫県北部,兵庫美方町忠宮,美方郡美方町忠宮368,35,26.8,134,31.9,199407151200,199712191400
兵庫県北部,香住通報所,美方郡香美町香住区,35,38.4,134,37.9,19560601    ,不明
兵庫県北部,朝来市和田山町枚田,朝来市和田山町枚田436-1(南但消防本部）,35,19.4,134,51.0,199604011200,
兵庫県南東部,神戸東灘区魚崎北町,神戸市東灘区魚崎北町5-6-25,34,43.2,135,16.5,199503300900,201105121300
兵庫県南東部,神戸灘区神ノ木,神戸市灘区神ノ木通4,34,42.8,135,13.8,199503300900,201105121300
兵庫県南東部,神戸兵庫区荒田町,神戸市兵庫区荒田町1-21-1,34,40.8,135,9.9,199602091000,201105121300
兵庫県南東部,神戸長田区細田町,神戸市長田区細田町6-1-24,34,39.2,135,8.8,199503300900,200112121200
兵庫県南東部,神戸長田区神楽町（旧）,神戸市長田区神楽町1-3-1（神戸市立長田南小学校）,34,39.7,135,9.0,200112121200,201105121300
兵庫県南東部,神戸須磨区緑ヶ丘,神戸市須磨区緑ヶ丘1-17-10,34,41.2,135,6.8,199503300900,200801041500
兵庫県南東部,神戸垂水区日向（旧）,神戸市垂水区日向1-5-1,34,37.8,135,3.4,199501201200,201105121300
兵庫県南東部,神戸北区南五葉町,神戸市北区南五葉町1丁目,34,43.2,135,6.8,199503300900,200703011200
兵庫県南東部,神戸中央区中山手,神戸市中央区中山手通7-14-1(旧神戸海洋気象台),34,41.5,135,10.6,18970101    ,200108301200
兵庫県南東部,神戸中央区脇浜,神戸市中央区脇浜海岸通1-4-3（神戸地方気象台）,34,41.8,135,12.8,200001121200,
兵庫県南東部,神戸西区神出町,神戸市西区神出町田井字吉森31,34,44.7,134,59.2,199503300900,201105121300
兵庫県南東部,尼崎市上ノ島町,尼崎市上ノ島町3-2-1,34,44.2,135,23.8,199503300900,199810151200
兵庫県南東部,明石市中崎,明石市中崎1-6-20,34,38.6,134,59.8,199503300900,
兵庫県南東部,西宮市宮前町,西宮市宮前町3-5,34,43.9,135,20.1,199501201200,
兵庫県南東部,芦屋市精道町２,芦屋市精道町7-6,34,43.2,135,18.8,199503300900,199810151200
兵庫県南東部,伊丹市昆陽,伊丹市昆陽1-1-1,34,47.2,135,23.8,199503300900,199810151200
兵庫県南東部,加古川市加古川町,加古川市加古川町北在家2000(加古川市役所）,34,45.4,134,50.5,199604011200,
兵庫県南東部,宝塚市武庫川町,宝塚市武庫川町2-10,34,48.2,135,20.8,199503300900,199810151200
兵庫県南東部,三木市細川町,三木市細川町垂穂字槙山894-60,34,48.6,135,3.1,199604011200,
兵庫県南東部,川西市火打,川西市火打1-12-11,34,50.2,135,24.8,199503300900,199810151200
